id,text,label
14001,"АКЦИЯ!!!!!!!!...того,кого я лично знаю,1 декабря,суббота(санька,привет) при поедке в Йоэнсуу цена снижена на 50%,т.е. до 650 рублей...В финляндии начинаются Рожденственские скидки....репост приветствуется....9114030447  рррроман...))
Комфортабельный автобус Toyota,8 мест,DVD,TV,тепло...в Вяртсиля угощу бесплатным кофе...)
а того,кого не знаю-одна тыыыысяча рублей..))",neutral
3525,Продуктивная работа над дипломом),neutral
8537,"[id22313991|Венера], ты ходила?",neutral
10448,Счастливые и красивые! Девочки мои!))),positive
6286,это чудопес!,positive
17895,"[id161670344|Наташа], с Международным Женским Днем тебя! Я подготовилa для тебя видеопоздравление. Пожалуйста, нажми на ссылку, чтобы открыть его!

",speech
14405,"надеюсь и от моего online, у кого-то тоже
замирает сердце.",neutral
7157,Женщина похожа на человека и живет рядом с ним.,neutral
8375,С днем нарождення сього самого найкращого!!)),skip
640,"[id169963515|ВООБЩЕ ОХУЕЛА Я НЕ ПОЙМУ, КТО ТЕБЕ РАЗРЕШАЛ! А НУ ВЕРНИСЬ СУЧКА* ]",negative
18245,"Мои первые песни, оцените хоть",neutral
1215,"Братишка, с днем рождения,

Здоровья и удачи.
Я верю – будешь счастлив ты,
Не может быть иначе.
Горжусь тобой, люблю тебя,
Ценю твою заботу.
Желаю радости, любви ,
Друзей большую роту.
Пусть все,о чем мечтаешь ты,
Сбывается мгновенно.
Успеха, счастья и любви,
Добиться непременно.",speech
10644,"Пусть любовь погорячеет,
Пусть характер отвердеет,
От души поется песня,
Станет жизнь поинтересней.
Не пускайте в дом беду
В Новом, ласковом году!",speech
11289,"Внимание, появился мошенник 

Использует наши фото, игнорируйте его сообщения, а лучше нажмите ""заблокировать"" и ""пожаловаться"" 
В течении недели его страницу я заблокирую.",neutral
14881,"ГАИ, Капиташка разводяжка.... :-)))",negative
4546,это наша с тобой история снизу-вверх 4картинки),neutral
14936,как тебе???,neutral
17479,"Так будет выглядеть стадион ""Зенит"" на Крестовском",neutral
16752,"Не верю. Просматривая эти фото - обратил внимание на цвет формы солдат и полицейских. На некоторых фото - она абсолютно черная, и только некоторые детали цветные. Словно взяли и раскрасили чернобелые фото. Матросы сидят... у одного гюйс синий, у дргого черно-белый. Охотники на привале: форма всех абсолютно черная, в одном стиле... даже сапоги и шинели... и сюртуки... это точно раскраска.",neutral
5548,какие милыее:*,positive
15738,"ЕСЛИ АЛЁНА ДЕКИНА ПЬЯНАЯ, ОНА ЛЕЗЕТ ЦЕЛОВАТЬСЯ?

наверно :D
",neutral
8117,"Клёвое слайдшоу из альбома «1111» под музыку ОЧЕНЬ красивая песня (медл) - свадьба. Picrolla:
►",neutral
12194,а вы кто?)),neutral
13055,этот момент,neutral
9054,хуй вам всем в рот,negative
7534,Бобреня))хД)),skip
19569,"С днём студента, дорогие!*",speech
3926,"Мать, ты еще раз стала мамочкой)))??",neutral
14913,"Кто сегодня пришел в Ботанику самым дебильным путём на свете? 

Дааа, это йааа!",neutral
4680,Памятник Илье Муромцу открыли во Владивостоке,neutral
19664,"
я про эту фотку)))",neutral
10407,ахах ну как то так:D :**,positive
606,"хочу веселиться, гулять и дарить счастье людям:)",positive
9498,и вот еще),neutral
13505,каталонские шлюхи!,negative
14906,А ты уже начал проёбывать '12-й год?,skip
15428,бля я даж маме показал !,skip
16192,кто в ХО на хелоуин идет?,neutral
16262,"Она любила кофе, ваниль и его...но потом разлюбила, и полюбила доширак, ягу, и долбежку в задницу (с)",skip
4610,"Несколько кадров потрясающей свадьбы Сергея и Яны.. 
Фото [id2630842|Дмитрий Гуричев]
[club34326924|Организация свадьбы . МЁД - свадебная команда!]
Свет [club58675762|""Авант-Медиа"". Световое оформление Событий]
Ведущий [id1694277|Дмитрий Сахно]",positive
14115,"Физика - она как секс. Действительно, она может приносить практические результаты, но не потому мы этим занимаемся.",neutral
19699,"Я узнал Кем ты был в прошлой жизни
",neutral
17446,Статус в точку! молодець Нася они такие!,positive
3100,Окрошка на сейшелах,neutral
9099,"Последний год. 11-й класс.
Осталось потерпеть совсем немого – 
И школа будет в прошлом для всех вас, 
Ведь вы уже почти что за порогом.

Осталось лишь его перешагнуть –
И быстро все откроются дороги.
Одиннадцатиклассник! В добрый путь! 
Учиться в школе ведь осталось так немного...",skip
10022,ты мне вообще ответишь качан пятнистый????,skip
20604,"Сань, я подумал тут... мозгами поразбросил...",neutral
16852,"♥...♥ (●̮̮̃•̃) Спасибо тем, кто отказал мне в помощи. Именно благодаря им я справился сам.̃̃•̃̃) ♥ /█\ /█\♥",speech
14819,Шикарный состав на Иллюзию обмана 2!😱,positive
3142,24- го возвращаюсь,neutral
20755,Мачо))) японский LMFAO)),positive
18685,Последние деньки уходящего лета,skip
8122,ахахах я плачу,positive
12947,"хочу больше работы, мало мне, скучно! работу в студию!",skip
7121,СОКОЛ В СТАРОСТЕ),neutral
10087,"Зачем я посмотрел Трасформеров??? зачем я испортил себе настроение?
кто писал сценарий и диалоги? Собчак с Бородиной? идиотизм! 
на одних спецэффектах нельзя выезжать.... 2.5 часа на смарку...",negative
803,- просто картинка. просто пизец),negative
20918,ххааа красавчик !! вспоминаю твой юмор : ) ай да в открытый со мной ходить !,positive
17865,Вам подарок с запиской «Желаю большой любви и семейного уюта!» ,neutral
12929,"Вот как бывает: тебя приглашают на спортивную пробежку и зарядку в 7 утра, еще плюс море, а сами в итоге не приходят и ты одна и на площадке занимаешься, и на море одна идешь.",negative
4325,"потому, что по пятницам грякалов) 
я его так люблюююю",positive
10845,Отопительный сезон начат! Ура! [id1102429|Кирилл Лещенко]  [id11419769|Юрий Семизоров],positive
12357,"Евгений Кольт скучает за мной на 38%!!!
",neutral
19794,Заебал этот похуизм...,negative
8237,"С днем рождения, Настя! ♥
Божьих благословений!!!",speech
9249,Сегодня в Пача Маме разговариваем о медиа и рекламе. Приглашаю всех :),neutral
7138,моя доця))),positive
11805,Наконец моя мечта осушествилась я купил машину,positive
13619,скоро буду,neutral
13298,С Днём Рождения  от меня и Маши)),speech
10048,Очень плохо спал...снилась она.,negative
18947,Уже бабочки проснулись! Весна очень близко!,positive
13959,Немного крива))),skip
3171,"- Вы уже женаты 29 лет. Какой секрет удачного брака ?
- Я стараюсь не выпускать свою жену с кухни. Если у твоего соседа трава зеленее - это значит, что ты не поливаешь свою траву. Я непрерывно говорю Лизе: ""Твой борщ великолепен. Он желание моего желудка. Ты превосходно ебашишь борщи"". Для чего я это делаю ? Во-первых, это помогает ей готовить больше борща. Во-вторых, это помогает моему желудку быть всегда влюблённым в её борщ. Сила и жизнь во власти живота. Лизе сейчас 51 год. Недавно она была в Киеве и один повар научил её готовить котлеты по-киевски. Она сказала ему, что уж теперь-то она точно никогда не выберется с кухни. 
Запомните, женщина является отражением любви своего мужа к борщу. 
Джон Бивер.",neutral
18204,Гарнюля моя)люблю тебе маленька***,skip
16854,"Неразлюбившие - жестоки, а непростившие - циничны. Мы невозможно одиноки и так же страшно безразличны. Опять молчим о жизни личной, а впрочем, некому и слушать. В руке табличка - ""все отлично!"" и чек за проданную душу... Не пережившие утрату порой совсем невыносимы. Мы каждый день спешим куда-то , а жизнь идёт, проходит мимо. И понемногу сбившись в стаи, быть может, чуть сильнее стали. Но не живя, а выживая, бросаем так, как нас бросали. Уходим, чтоб не возвращали, не задержавшись на пороге, Бредем в неведомые дали, но снова по чужой дороге. Так проще: много не теряя, Мы только ищем, ищем, ищем... Быть может кто-то где-то знает, Как жить таким... неразлюбившим?",negative
8552,Опубликовано фото в Instagram  @ Салон Сатори ,neutral
1097,Фишка в том что первый тащит второго на жесткой сцепке вдобавок))))))),neutral
8622,Центр львова после бендеровцев 1941 год видео купленно на ебей за 50.000$,neutral
9072,"Иногда бороться с собой сложнее, чем с обстоятельствами.",neutral
1052,"зараз саме то,моя кохана баста",skip
20806,"Ребят,я решил выложить съемки за кадром-смотрим и лайкаем!!!)",neutral
16569,мне понравилась пипец),positive
11041,Кому нужен классный парикмахер обращайтесь=)),neutral
18389,с днем рождения Иришка*))),speech
1450,"поэтому хз че задали
точно так же как и по алгебре",neutral
19321,Ты моя маленькая школьница!!! БРО))),skip
8972,"Вот и настал этот самый счастливый день нашей жизни, теперь мы муж и жена, а завтра мы сыграем долгожданную свадьбу)))😉😍😉",positive
12585,Угадай кто на фото)),neutral
17842,Почему я иду на акцию в защиту ЛГБТ,neutral
5216,"Всех с наступающим,ребята!!!)))Пусть следующий год станет в тысячу раз лучше всех предыдущих!!!))",speech
19449,Эдуард и Ольга,neutral
856,Советская психоделика),neutral
19792,Как я скучаю по своему любимому носику...,positive
21108,Кому понравился Новый год ???,neutral
19486,Немного классики!! Любимая!! Гениальнейшая вещь любимого композитора где не повторяется ни одного аккорда....,positive
3376,а мне вот это достовляет :3,positive
3208,Похожи-не?,neutral
14660,У тебя вирус Ларри Кинга?,neutral
2145,У меня всё в шоколаде...только шоколад что-то чёрный и горький.........!!!!!!!!,negative
4178,С Днём Рожденияяя),speech
843,Я тебе люблю,skip
6703,"Яркое , платье , доп фото в комментариях",neutral
2250,"Сейчас я буду вам писать стишки со смыслом и без смысла . Скажу немного о себе :живу в Венёве fifteen лет ... Ну ладно,хватит,ближе к делу ,вот первый стих: иду я по дороге ,ручьи текут ,синицы свищут и солнышко ласкает мне лицо . Люблю,люблю природу я родного края ,нет в мире лучше места ,чем край просторный и родной",positive
7499,Где старая стена??ДУрачок ану давай назад Стену!,negative
5163,С праздником))*,speech
18975,когда выпивать будем?)),neutral
16627,"С  Днём Рожденья, Браатан)",speech
4336,Я специально ждал 0000,neutral
16176,"Насть, С Днем Варенья!:)
Выходи быстрей в школу, а то мы уже голодные:)",speech
1534,С Новым Годом всех я поздравляю...........и крепкого здоровья я желаю............),speech
10034,"джип та у меня в Москве,а я в другом культурном городе 
хаха",neutral
18662,"Забрали победный xbox, купили 13-ую фифу... Не ждите нас никуда))",skip
9687,С Днём Рождения !,speech
3941,"Сергей, узнай всю правду о себе здесь:
 ♥♥♥  ♥♥♥",neutral
13691,💖💖💖Моя любимая кукла!💖💖💖,positive
8198,"Загадка: С горы - ползком, в гору - бегом...))) ?",neutral
17032,с днем рождения:З,speech
5391,Мы бываем естествеными с теми кто нас любыт!!!!!!!!! И ета не лош!!!!!!,neutral
8010,Ае люблю)))),positive
5059,это мой друг)!!!,positive
14856,"ВЫБОРЫ 25 МАЯ - ВЫБЕРИ ФАШИСТА, КОТОРЫЙ ТЕБЕ БОЛЬШЕ НРАВИТСЯ.
",negative
4731,"С днем рождения Макс!  Желаю тебе счастья,  а там уж сам разберись что будет для тебя счастьем.  😊😊😊😉😉😉😉🎂🎂🎂🎂",speech
18492,"Яшину дали 15 суток, ну что за ппц!! Сегодня - продолжение банкета. В 19:00 на Триумфальной площади (Маяковская) - отстоим нашу свободу! 
#чп #6дек",negative
12315,Узнаешь Серого?))),neutral
1640,Спасибо за хорошие сборы:3,speech
718,Мммм ава суперова !!,positive
17468,"Народ, давайте пожелаем Иару здоровья… 
Недавно узнал от Кет, забежал на стену…

",skip
2915,МЫ СЕГОДНЯ ВЫЕБЛИ БОМЖЕЙ!!!,skip
15814,"Мы сегодня с ЦСКА играем, будешь смотреть?)",neutral
